"str","rl","vu","R0","ve1","ve2","wk","q5","q50","q95"
"Loose Suppression",1,90,2.5,75,50,38,0.14,1.5,5.31
"Loose Suppression",1,90,2.5,75,50,39,0.14,1.71,4.86
"Loose Suppression",1,90,2.5,75,50,40,0.28,2.14,5.74
"Loose Suppression",1,90,2.5,75,50,41,0.42,2.71,6.44
"Loose Suppression",1,90,2.5,75,50,42,0.42,3,6.86
"Loose Suppression",1,90,2.5,75,50,43,0.43,3.14,7.18
"Loose Suppression",1,90,2.5,75,50,44,0.57,3.14,7.58
"Loose Suppression",1,90,2.5,75,50,45,0.56,3,7.14
"Loose Suppression",1,90,2.5,75,50,46,0.29,3.14,7.29
"Loose Suppression",1,90,2.5,75,50,47,0.43,3,6.3
"Loose Suppression",1,90,2.5,75,50,48,0.29,2.86,7.01
"Loose Suppression",1,90,2.5,75,50,49,0.56,2.71,6.45
"Loose Suppression",1,90,2.5,75,50,50,0.42,3,7
"Loose Suppression",1,90,2.5,75,50,51,0.43,3.07,6.72
"Loose Suppression",1,90,2.5,75,50,52,0.43,2.79,6.59
"Loose Suppression",1,75,2.5,75,50,0,0.86,0.86,1
"Loose Suppression",1,75,2.5,75,50,1,0.43,1.14,2.14
"Loose Suppression",1,75,2.5,75,50,2,0.71,1.57,2.72
"Loose Suppression",1,75,2.5,75,50,3,0.42,1.57,3.29
"Loose Suppression",1,75,2.5,75,50,4,0.43,2,4.14
"Loose Suppression",1,75,2.5,75,50,5,0.42,2.21,5.01
"Loose Suppression",1,75,2.5,75,50,6,0.42,2.57,6.29
"Loose Suppression",1,75,2.5,75,50,7,0.43,2.86,6.6
"Loose Suppression",1,75,2.5,75,50,8,0.56,3.21,6.73
"Loose Suppression",1,75,2.5,75,50,9,0.56,3.5,7.88
"Loose Suppression",1,75,2.5,75,50,10,0.29,3.79,8.44
"Loose Suppression",1,75,2.5,75,50,11,0.14,4.29,10.15
"Loose Suppression",1,75,2.5,75,50,12,0.28,4.5,10.65
"Loose Suppression",1,75,2.5,75,50,13,0.14,5.07,11.73
"Loose Suppression",1,75,2.5,75,50,14,0.27,4.93,13.76
"Loose Suppression",1,75,2.5,75,50,15,0.28,4.93,13.66
"Loose Suppression",1,75,2.5,75,50,16,0.14,5.14,15.8
"Loose Suppression",1,75,2.5,75,50,17,0.28,5,17.43
"Loose Suppression",1,75,2.5,75,50,18,0.27,5.29,23.49
"Loose Suppression",1,75,2.5,75,50,19,0.14,5.14,22.29
"Loose Suppression",1,75,2.5,75,50,20,0,4.57,28
"Loose Suppression",1,75,2.5,75,50,21,0.14,4.64,29.4
"Loose Suppression",1,75,2.5,75,50,22,0.28,5.29,24.83
"Loose Suppression",1,75,2.5,75,50,23,0.14,4.86,27.51
"Loose Suppression",1,75,2.5,75,50,24,0.14,5.29,30.86
"Loose Suppression",1,75,2.5,75,50,25,0,4.5,29.89
"Loose Suppression",1,75,2.5,75,50,26,0.14,4.14,28.03
"Loose Suppression",1,75,2.5,75,50,27,0.14,4.21,27.03
"Loose Suppression",1,75,2.5,75,50,28,0.14,4.57,26.34
"Loose Suppression",1,75,2.5,75,50,29,0.14,4.14,28.06
"Loose Suppression",1,75,2.5,75,50,30,0.14,3.79,28.03
"Loose Suppression",1,75,2.5,75,50,31,0.14,4.14,22.51
"Loose Suppression",1,75,2.5,75,50,32,0.14,3.71,24.09
"Loose Suppression",1,75,2.5,75,50,33,0.28,3.79,22.91
"Loose Suppression",1,75,2.5,75,50,34,0.28,3.79,26.34
"Loose Suppression",1,75,2.5,75,50,35,0.14,3.5,28.57
"Loose Suppression",1,75,2.5,75,50,36,0.29,3.43,29.86
"Loose Suppression",1,75,2.5,75,50,37,0.28,3.14,22.94
"Loose Suppression",1,75,2.5,75,50,38,0.14,3,24.57
"Loose Suppression",1,75,2.5,75,50,39,0.14,3,19.54
"Loose Suppression",1,75,2.5,75,50,40,0.56,2.86,21.23
"Loose Suppression",1,75,2.5,75,50,41,0.57,3.36,21.71
"Loose Suppression",1,75,2.5,75,50,42,0.71,3.43,22.94
"Loose Suppression",1,75,2.5,75,50,43,0.7,4.14,23.71
"Loose Suppression",1,75,2.5,75,50,44,0.56,4.29,21.74
"Loose Suppression",1,75,2.5,75,50,45,0.84,4.07,20
"Loose Suppression",1,75,2.5,75,50,46,0.83,4.36,19.06
"Loose Suppression",1,75,2.5,75,50,47,0.71,4.29,18.37
"Loose Suppression",1,75,2.5,75,50,48,0.85,4.29,16.14
"Loose Suppression",1,75,2.5,75,50,49,0.56,4.57,18.37
"Loose Suppression",1,75,2.5,75,50,50,0.71,4.57,11.54
"Loose Suppression",1,75,2.5,75,50,51,0.83,4.5,14.31
"Loose Suppression",1,75,2.5,75,50,52,0.56,4.29,10.24
"Loose Suppression",1,90,2.5,50,75,0,0.86,0.86,1
"Loose Suppression",1,90,2.5,50,75,1,0.43,1.14,2.14
"Loose Suppression",1,90,2.5,50,75,2,0.71,1.57,2.72
"Loose Suppression",1,90,2.5,50,75,3,0.42,1.57,3.29
"Loose Suppression",1,90,2.5,50,75,4,0.43,2,4.29
"Loose Suppression",1,90,2.5,50,75,5,0.42,2.29,5.14
"Loose Suppression",1,90,2.5,50,75,6,0.43,2.36,6.44
"Loose Suppression",1,90,2.5,50,75,7,0.43,2.86,7.43
"Loose Suppression",1,90,2.5,50,75,8,0.41,3,8
"Loose Suppression",1,90,2.5,50,75,9,0.29,3.71,8.72
"Loose Suppression",1,90,2.5,50,75,10,0.28,3.64,10.44
"Loose Suppression",1,90,2.5,50,75,11,0.14,4.14,11.44
"Loose Suppression",1,90,2.5,50,75,12,0.14,4.71,12.01
"Loose Suppression",1,90,2.5,50,75,13,0.28,5.21,13.86
"Loose Suppression",1,90,2.5,50,75,14,0,5.36,17.8
"Loose Suppression",1,90,2.5,50,75,15,0.14,5.57,21.14
"Loose Suppression",1,90,2.5,50,75,16,0.14,6.43,24.34
"Loose Suppression",1,90,2.5,50,75,17,0.27,7,32.74
"Loose Suppression",1,90,2.5,50,75,18,0.29,6.86,35.57
"Loose Suppression",1,90,2.5,50,75,19,0.28,6.86,36.2
"Loose Suppression",1,90,2.5,50,75,20,0,6.43,35.11
"Loose Suppression",1,90,2.5,50,75,21,0.14,6.5,36.37
"Loose Suppression",1,90,2.5,50,75,22,0.14,6.71,39.57
"Loose Suppression",1,90,2.5,50,75,23,0.28,6.21,38.86
"Loose Suppression",1,90,2.5,50,75,24,0.14,6.29,36.57
"Loose Suppression",1,90,2.5,50,75,25,0.14,5.5,35.51
"Loose Suppression",1,90,2.5,50,75,26,0.28,5.14,39.6
"Loose Suppression",1,90,2.5,50,75,27,0.43,4.86,42.89
"Loose Suppression",1,90,2.5,50,75,28,0.28,4.43,38.29
"Loose Suppression",1,90,2.5,50,75,29,0.28,4.43,36.94
"Loose Suppression",1,90,2.5,50,75,30,0.29,4,41.74
"Loose Suppression",1,90,2.5,50,75,31,0.28,3.93,36.03
"Loose Suppression",1,90,2.5,50,75,32,0.42,3.79,31.51
"Loose Suppression",1,90,2.5,50,75,33,0.29,3.57,27.46
"Loose Suppression",1,90,2.5,50,75,34,0.28,3.36,22.94
"Loose Suppression",1,90,2.5,50,75,35,0.14,2.79,19
"Loose Suppression",1,90,2.5,50,75,36,0.28,2.29,16.14
"Loose Suppression",1,90,2.5,50,75,37,0.28,2.29,13.23
"Loose Suppression",1,90,2.5,50,75,38,0.29,2.14,8.82
"Loose Suppression",1,90,2.5,50,75,39,0.28,1.86,6.15
"Loose Suppression",1,90,2.5,50,75,40,0.56,2.43,6.76
"Loose Suppression",1,90,2.5,50,75,41,0.43,2.57,6.43
"Loose Suppression",1,90,2.5,50,75,42,0.56,2.5,6.32
"Loose Suppression",1,90,2.5,50,75,43,0.57,2.57,6.91
"Loose Suppression",1,90,2.5,50,75,44,0.57,2.71,6.18
"Loose Suppression",1,90,2.5,50,75,45,0.71,2.71,6.16
"Loose Suppression",1,90,2.5,50,75,46,0.43,2.43,5.86
"Loose Suppression",1,90,2.5,50,75,47,0.57,2.29,4.89
"Loose Suppression",1,90,2.5,50,75,48,0.29,2,5.44
"Loose Suppression",1,90,2.5,50,75,49,0.42,1.86,5.44
"Loose Suppression",1,90,2.5,50,75,50,0.29,1.79,4.86
"Loose Suppression",1,90,2.5,50,75,51,0.42,1.86,4.57
"Loose Suppression",1,90,2.5,50,75,52,0.28,1.71,4.14
"Loose Suppression",1,75,2.5,75,75,0,0.86,0.86,1
"Loose Suppression",1,75,2.5,75,75,1,0.43,1.14,2.14
"Loose Suppression",1,75,2.5,75,75,2,0.71,1.57,2.72
"Loose Suppression",1,75,2.5,75,75,3,0.42,1.57,3.29
"Loose Suppression",1,75,2.5,75,75,4,0.43,2,4.14
"Loose Suppression",1,75,2.5,75,75,5,0.42,2.21,5.01
"Loose Suppression",1,75,2.5,75,75,6,0.42,2.57,6.29
"Loose Suppression",1,75,2.5,75,75,7,0.43,2.86,6.6
"Loose Suppression",1,75,2.5,75,75,8,0.56,3.21,6.73
"Loose Suppression",1,75,2.5,75,75,9,0.56,3.5,7.88
"Loose Suppression",1,75,2.5,75,75,10,0.29,3.79,8.44
"Loose Suppression",1,75,2.5,75,75,11,0.14,4.29,10.15
"Loose Suppression",1,75,2.5,75,75,12,0.28,4.5,10.65
"Loose Suppression",1,75,2.5,75,75,13,0.14,5.07,11.73
"Loose Suppression",1,75,2.5,75,75,14,0.27,4.93,13.76
"Loose Suppression",1,75,2.5,75,75,15,0.28,4.93,13.66
"Loose Suppression",1,75,2.5,75,75,16,0.14,5.14,15.8
"Loose Suppression",1,75,2.5,75,75,17,0.28,5.43,17.4
"Loose Suppression",1,75,2.5,75,75,18,0.27,5.36,23.49
"Loose Suppression",1,75,2.5,75,75,19,0.14,5,18.49
"Loose Suppression",1,75,2.5,75,75,20,0.14,5.07,21.37
"Loose Suppression",1,75,2.5,75,75,21,0.14,5.36,24.57
"Loose Suppression",1,75,2.5,75,75,22,0.14,4.93,20.91
"Loose Suppression",1,75,2.5,75,75,23,0.28,4.79,23.09
"Loose Suppression",1,75,2.5,75,75,24,0.14,4.5,20.49
"Loose Suppression",1,75,2.5,75,75,25,0,4.36,22.51
"Loose Suppression",1,75,2.5,75,75,26,0.14,4,23.43
"Loose Suppression",1,75,2.5,75,75,27,0.14,3.86,21.83
"Loose Suppression",1,75,2.5,75,75,28,0.29,3.71,15.06
"Loose Suppression",1,75,2.5,75,75,29,0.29,3.36,20.03
"Loose Suppression",1,75,2.5,75,75,30,0.14,3.36,17.29
"Loose Suppression",1,75,2.5,75,75,31,0.28,3.14,13.91
"Loose Suppression",1,75,2.5,75,75,32,0.29,2.86,13.17
"Loose Suppression",1,75,2.5,75,75,33,0.28,2.86,8.71
"Loose Suppression",1,75,2.5,75,75,34,0.29,2.29,8.88
"Loose Suppression",1,75,2.5,75,75,35,0.29,2.5,6.81
"Loose Suppression",1,75,2.5,75,75,36,0.42,2.14,5.15
"Loose Suppression",1,75,2.5,75,75,37,0.14,2,5.15
"Loose Suppression",1,75,2.5,75,75,38,0.28,1.79,4.72
"Loose Suppression",1,75,2.5,75,75,39,0.28,1.57,4.59
"Loose Suppression",1,75,2.5,75,75,40,0.29,2,4.74
"Loose Suppression",1,75,2.5,75,75,41,0.29,2.21,5.01
"Loose Suppression",1,75,2.5,75,75,42,0.29,2.36,5.71
"Loose Suppression",1,75,2.5,75,75,43,0.28,2.5,6.01
"Loose Suppression",1,75,2.5,75,75,44,0.43,2.5,6.01
"Loose Suppression",1,75,2.5,75,75,45,0.42,2.57,6.32
"Loose Suppression",1,75,2.5,75,75,46,0.29,2.29,5.86
"Loose Suppression",1,75,2.5,75,75,47,0.43,2.29,5.58
"Loose Suppression",1,75,2.5,75,75,48,0.29,2.71,5.86
"Loose Suppression",1,75,2.5,75,75,49,0.42,2.36,5.57
"Loose Suppression",1,75,2.5,75,75,50,0.29,2.29,5.29
"Loose Suppression",1,75,2.5,75,75,51,0.14,2.21,5.16
"Loose Suppression",1,75,2.5,75,75,52,0.29,2.07,4.72
"Loose Suppression",1,60,2.5,75,75,0,0.86,0.86,1
"Loose Suppression",1,60,2.5,75,75,1,0.43,1.14,2.14
"Loose Suppression",1,60,2.5,75,75,2,0.71,1.57,2.72
"Loose Suppression",1,60,2.5,75,75,3,0.42,1.57,3.29
"Loose Suppression",1,60,2.5,75,75,4,0.43,2,4.16
"Loose Suppression",1,60,2.5,75,75,5,0.43,2.21,5
"Loose Suppression",1,60,2.5,75,75,6,0.43,2.36,5.74
"Loose Suppression",1,60,2.5,75,75,7,0.43,2.71,6.3
"Loose Suppression",1,60,2.5,75,75,8,0.56,3.07,7.58
"Loose Suppression",1,60,2.5,75,75,9,0.57,3.64,8.64
"Loose Suppression",1,60,2.5,75,75,10,0.71,3.71,9.91
"Loose Suppression",1,60,2.5,75,75,11,0.7,4.07,11.17
"Loose Suppression",1,60,2.5,75,75,12,0.57,5.07,12.49
"Loose Suppression",1,60,2.5,75,75,13,0.56,4.57,17.73
"Loose Suppression",1,60,2.5,75,75,14,0.57,5.64,17.34
"Loose Suppression",1,60,2.5,75,75,15,0.56,5.79,20.44
"Loose Suppression",1,60,2.5,75,75,16,0.43,5.71,24.6
"Loose Suppression",1,60,2.5,75,75,17,0.29,6,27.43
"Loose Suppression",1,60,2.5,75,75,18,0.57,6.36,31.54
"Loose Suppression",1,60,2.5,75,75,19,0.43,6.93,29.74
"Loose Suppression",1,60,2.5,75,75,20,0.29,6.57,33.94
"Loose Suppression",1,60,2.5,75,75,21,0.42,6.57,30.09
"Loose Suppression",1,60,2.5,75,75,22,0.29,6.57,40.09
"Loose Suppression",1,60,2.5,75,75,23,0.43,6.79,33.11
"Loose Suppression",1,60,2.5,75,75,24,0.42,5.86,32.6
"Loose Suppression",1,60,2.5,75,75,25,0.28,5.93,36.6
"Loose Suppression",1,60,2.5,75,75,26,0.41,5.71,33.77
"Loose Suppression",1,60,2.5,75,75,27,0.71,5.43,31.54
"Loose Suppression",1,60,2.5,75,75,28,0.71,4.86,35.63
"Loose Suppression",1,60,2.5,75,75,29,0.57,5,35.46
"Loose Suppression",1,60,2.5,75,75,30,0.71,5,31.46
"Loose Suppression",1,60,2.5,75,75,31,0.85,4.64,28.6
"Loose Suppression",1,60,2.5,75,75,32,1.13,4.43,26.54
"Loose Suppression",1,60,2.5,75,75,33,0.86,4.14,24.94
"Loose Suppression",1,60,2.5,75,75,34,0.71,3.64,26.51
"Loose Suppression",1,60,2.5,75,75,35,0.71,3.71,24.23
"Loose Suppression",1,60,2.5,75,75,36,0.71,3.64,25.89
"Loose Suppression",1,60,2.5,75,75,37,0.71,3.43,21.57
"Loose Suppression",1,60,2.5,75,75,38,0.57,3.14,25.23
"Loose Suppression",1,60,2.5,75,75,39,0.43,3.14,20.26
"Loose Suppression",1,60,2.5,75,75,40,0.84,3.14,21.43
"Loose Suppression",1,60,2.5,75,75,41,0.99,3.21,20.6
"Loose Suppression",1,60,2.5,75,75,42,1.25,3.57,17.26
"Loose Suppression",1,60,2.5,75,75,43,0.99,3.79,13.4
"Loose Suppression",1,60,2.5,75,75,44,0.85,3.93,15.09
"Loose Suppression",1,60,2.5,75,75,45,0.85,3.71,15.54
"Loose Suppression",1,60,2.5,75,75,46,0.71,3.57,12.66
"Loose Suppression",1,60,2.5,75,75,47,0.71,3.71,9.58
"Loose Suppression",1,60,2.5,75,75,48,0.57,3.5,8.57
"Loose Suppression",1,60,2.5,75,75,49,0.56,3.43,8.29
"Loose Suppression",1,60,2.5,75,75,50,0.43,3.14,8.16
"Loose Suppression",1,60,2.5,75,75,51,0.57,3.14,7.74
"Loose Suppression",1,60,2.5,75,75,52,0.43,3.29,7.15
"Loose Suppression",1,90,2.5,75,75,0,0.86,0.86,1
"Loose Suppression",1,90,2.5,75,75,1,0.43,1.14,2.14
"Loose Suppression",1,90,2.5,75,75,2,0.71,1.57,2.72
"Loose Suppression",1,90,2.5,75,75,3,0.42,1.57,3.29
"Loose Suppression",1,90,2.5,75,75,4,0.43,2,4.14
"Loose Suppression",1,90,2.5,75,75,5,0.42,2.21,5.16
"Loose Suppression",1,90,2.5,75,75,6,0.29,2.57,6.46
"Loose Suppression",1,90,2.5,75,75,7,0.43,2.71,7.16
"Loose Suppression",1,90,2.5,75,75,8,0.43,3.21,7.11
"Loose Suppression",1,90,2.5,75,75,9,0.43,3.29,8.73
"Loose Suppression",1,90,2.5,75,75,10,0.29,3.43,8.76
"Loose Suppression",1,90,2.5,75,75,11,0.14,3.86,9.07
"Loose Suppression",1,90,2.5,75,75,12,0.14,3.93,11.18
"Loose Suppression",1,90,2.5,75,75,13,0,3.93,10.59
"Loose Suppression",1,90,2.5,75,75,14,0.14,4.29,10.24
"Loose Suppression",1,90,2.5,75,75,15,0.14,4.21,12.8
"Loose Suppression",1,90,2.5,75,75,16,0,4.21,12.46
"Loose Suppression",1,90,2.5,75,75,17,0.14,4.21,10.86
"Loose Suppression",1,90,2.5,75,75,18,0.14,3.93,11.3
"Loose Suppression",1,90,2.5,75,75,19,0,3.36,10.87
"Loose Suppression",1,90,2.5,75,75,20,0,3.29,9.74
"Loose Suppression",1,90,2.5,75,75,21,0,3.29,8.01
"Loose Suppression",1,90,2.5,75,75,22,0,3.29,7.72
"Loose Suppression",1,90,2.5,75,75,23,0,3.14,7.01
"Loose Suppression",1,90,2.5,75,75,24,0,3,7.29
"Loose Suppression",1,90,2.5,75,75,25,0.14,2.36,7.32
"Loose Suppression",1,90,2.5,75,75,26,0.14,2.21,6.18
"Loose Suppression",1,90,2.5,75,75,27,0.14,2.21,5.73
"Loose Suppression",1,90,2.5,75,75,28,0.29,1.86,4.88
"Loose Suppression",1,90,2.5,75,75,29,0.29,1.86,5.71
"Loose Suppression",1,90,2.5,75,75,30,0.29,1.71,4.87
"Loose Suppression",1,90,2.5,75,75,31,0.14,1.64,4.45
"Loose Suppression",1,90,2.5,75,75,32,0.14,1.57,4.29
"Loose Suppression",1,90,2.5,75,75,33,0.14,1.29,3.86
"Loose Suppression",1,90,2.5,75,75,34,0,1.29,3.86
"Loose Suppression",1,90,2.5,75,75,35,0.14,1,3.86
"Loose Suppression",1,90,2.5,75,75,36,0,1,3.29
"Loose Suppression",1,90,2.5,75,75,37,0,0.86,3.3
"Loose Suppression",1,90,2.5,75,75,38,0,1,2.72
"Loose Suppression",1,90,2.5,75,75,39,0,0.86,2.88
"Loose Suppression",1,90,2.5,75,75,40,0.14,1.36,3.16
"Loose Suppression",1,90,2.5,75,75,41,0.14,1.36,3.46
"Loose Suppression",1,90,2.5,75,75,42,0.14,1.71,4.29
"Loose Suppression",1,90,2.5,75,75,43,0.14,1.57,4.3
"Loose Suppression",1,90,2.5,75,75,44,0.14,1.86,3.86
"Loose Suppression",1,90,2.5,75,75,45,0.14,1.86,4.29
"Loose Suppression",1,90,2.5,75,75,46,0.14,1.71,4.15
"Loose Suppression",1,90,2.5,75,75,47,0.14,1.71,4.18
"Loose Suppression",1,90,2.5,75,75,48,0.28,1.57,4.14
"Loose Suppression",1,90,2.5,75,75,49,0.29,1.71,3.86
"Loose Suppression",1,90,2.5,75,75,50,0.14,1.57,4.15
"Loose Suppression",1,90,2.5,75,75,51,0.14,1.57,4.01
"Loose Suppression",1,90,2.5,75,75,52,0.14,1.36,3.86
"Loose Suppression",1,60,2.5,75,90,0,0.86,0.86,1
"Loose Suppression",1,60,2.5,75,90,1,0.43,1.14,2.14
"Loose Suppression",1,60,2.5,75,90,2,0.71,1.57,2.72
"Loose Suppression",1,60,2.5,75,90,3,0.42,1.57,3.29
"Loose Suppression",1,60,2.5,75,90,4,0.43,2,4.16
"Loose Suppression",1,60,2.5,75,90,5,0.43,2.21,5
"Loose Suppression",1,60,2.5,75,90,6,0.43,2.36,5.74
"Loose Suppression",1,60,2.5,75,90,7,0.43,2.71,6.3
"Loose Suppression",1,60,2.5,75,90,8,0.56,3.07,7.58
"Loose Suppression",1,60,2.5,75,90,9,0.57,3.64,8.64
"Loose Suppression",1,60,2.5,75,90,10,0.71,3.71,9.91
"Loose Suppression",1,60,2.5,75,90,11,0.7,4.07,11.17
"Loose Suppression",1,60,2.5,75,90,12,0.57,5.07,12.49
"Loose Suppression",1,60,2.5,75,90,13,0.56,4.57,17.73
"Loose Suppression",1,60,2.5,75,90,14,0.57,5.64,17.34
"Loose Suppression",1,60,2.5,75,90,15,0.56,5.79,20.44
"Loose Suppression",1,60,2.5,75,90,16,0.43,5.71,24.6
"Loose Suppression",1,60,2.5,75,90,17,0.29,5.86,26.29
"Loose Suppression",1,60,2.5,75,90,18,0.56,6.14,33.17
"Loose Suppression",1,60,2.5,75,90,19,0.43,6.86,33.4
"Loose Suppression",1,60,2.5,75,90,20,0.28,6.86,36.09
"Loose Suppression",1,60,2.5,75,90,21,0.28,5.71,40.54
"Loose Suppression",1,60,2.5,75,90,22,0.28,6,42.43
"Loose Suppression",1,60,2.5,75,90,23,0.27,6.36,38.97
"Loose Suppression",1,60,2.5,75,90,24,0.14,5.79,39.63
"Loose Suppression",1,60,2.5,75,90,25,0.14,5.64,54.57
"Loose Suppression",1,60,2.5,75,90,26,0.14,4.93,49.46
"Loose Suppression",1,60,2.5,75,90,27,0.28,5,51.97
"Loose Suppression",1,60,2.5,75,90,28,0.27,4.71,47.97
"Loose Suppression",1,60,2.5,75,90,29,0.29,4.43,47.11
"Loose Suppression",1,60,2.5,75,90,30,0.14,4.43,48.26
"Loose Suppression",1,60,2.5,75,90,31,0.56,4.14,43.09
"Loose Suppression",1,60,2.5,75,90,32,0.29,3.93,34.43
"Loose Suppression",1,60,2.5,75,90,33,0.56,3.29,30.17
"Loose Suppression",1,60,2.5,75,90,34,0.29,3,19.57
"Loose Suppression",1,60,2.5,75,90,35,0.42,2.86,22.71
"Loose Suppression",1,60,2.5,75,90,36,0.42,2.71,17.26
"Loose Suppression",1,60,2.5,75,90,37,0.28,2.21,14.46
"Loose Suppression",1,60,2.5,75,90,38,0.14,2.36,9.36
"Loose Suppression",1,60,2.5,75,90,39,0.28,2.07,10.33
"Loose Suppression",1,60,2.5,75,90,40,0.42,2.43,6.76
"Loose Suppression",1,60,2.5,75,90,41,0.43,2.36,6.58
"Loose Suppression",1,60,2.5,75,90,42,0.42,2.71,6.45
"Loose Suppression",1,60,2.5,75,90,43,0.29,2.64,7.01
"Loose Suppression",1,60,2.5,75,90,44,0.56,2.86,5.88
"Loose Suppression",1,60,2.5,75,90,45,0.56,2.86,6.29
"Loose Suppression",1,60,2.5,75,90,46,0.43,2.43,6.15
"Loose Suppression",1,60,2.5,75,90,47,0.42,2.5,5.31
"Loose Suppression",1,60,2.5,75,90,48,0.43,2.21,6
"Loose Suppression",1,60,2.5,75,90,49,0.29,2.36,6.15
"Loose Suppression",1,60,2.5,75,90,50,0.29,2,5.72
"Loose Suppression",1,60,2.5,75,90,51,0.29,2,5.72
"Loose Suppression",1,60,2.5,75,90,52,0.43,1.79,4.86
"Loose Suppression",1,90,2.5,75,90,0,0.86,0.86,1
"Loose Suppression",1,90,2.5,75,90,1,0.43,1.14,2.14
"Loose Suppression",1,90,2.5,75,90,2,0.71,1.57,2.72
"Loose Suppression",1,90,2.5,75,90,3,0.42,1.57,3.29
"Loose Suppression",1,90,2.5,75,90,4,0.43,2,4.14
"Loose Suppression",1,90,2.5,75,90,5,0.42,2.21,5.16
"Loose Suppression",1,90,2.5,75,90,6,0.29,2.57,6.46
"Loose Suppression",1,90,2.5,75,90,7,0.43,2.71,7.16
"Loose Suppression",1,90,2.5,75,90,8,0.43,3.21,7.11
"Loose Suppression",1,90,2.5,75,90,9,0.43,3.29,8.73
"Loose Suppression",1,90,2.5,75,90,10,0.29,3.43,8.76
"Loose Suppression",1,90,2.5,75,90,11,0.14,3.86,9.07
"Loose Suppression",1,90,2.5,75,90,12,0.14,3.93,11.18
"Loose Suppression",1,90,2.5,75,90,13,0,3.93,10.59
"Loose Suppression",1,90,2.5,75,90,14,0.14,4.29,10.24
"Loose Suppression",1,90,2.5,75,90,15,0.14,4.21,12.8
"Loose Suppression",1,90,2.5,75,90,16,0,4.21,12.46
"Loose Suppression",1,90,2.5,75,90,17,0.14,4,10.78
"Loose Suppression",1,90,2.5,75,90,18,0.14,3.86,10.01
"Loose Suppression",1,90,2.5,75,90,19,0,3.86,10.31
"Loose Suppression",1,90,2.5,75,90,20,0,3.64,10.59
"Loose Suppression",1,90,2.5,75,90,21,0,3.86,10.61
"Loose Suppression",1,90,2.5,75,90,22,0,3.14,9.94
"Loose Suppression",1,90,2.5,75,90,23,0,3,7.96
"Loose Suppression",1,90,2.5,75,90,24,0,2.57,6.73
"Loose Suppression",1,90,2.5,75,90,25,0.14,2,6.59
"Loose Suppression",1,90,2.5,75,90,26,0,2,5.43
"Loose Suppression",1,90,2.5,75,90,27,0,1.43,6.14
"Loose Suppression",1,90,2.5,75,90,28,0.14,1.57,4.6
"Loose Suppression",1,90,2.5,75,90,29,0.14,1.57,4.87
"Loose Suppression",1,90,2.5,75,90,30,0.14,1.43,4.29
"Loose Suppression",1,90,2.5,75,90,31,0.14,1.29,4
"Loose Suppression",1,90,2.5,75,90,32,0,1.14,3.15
"Loose Suppression",1,90,2.5,75,90,33,0,1,2.72
"Loose Suppression",1,90,2.5,75,90,34,0,1,2.58
"Loose Suppression",1,90,2.5,75,90,35,0,0.71,2.57
"Loose Suppression",1,90,2.5,75,90,36,0,0.71,2.29
"Loose Suppression",1,90,2.5,75,90,37,0,0.57,1.72
"Loose Suppression",1,90,2.5,75,90,38,0,0.64,1.86
"Loose Suppression",1,90,2.5,75,90,39,0,0.57,1.73
"Loose Suppression",1,90,2.5,75,90,40,0.14,1,2.29
"Loose Suppression",1,90,2.5,75,90,41,0.14,1.07,3.02
"Loose Suppression",1,90,2.5,75,90,42,0.14,1.14,3.17
"Loose Suppression",1,90,2.5,75,90,43,0.14,1.14,3.29
"Loose Suppression",1,90,2.5,75,90,44,0.14,1.14,3.29
"Loose Suppression",1,90,2.5,75,90,45,0.14,1.21,3.45
"Loose Suppression",1,90,2.5,75,90,46,0,1.14,3.15
"Loose Suppression",1,90,2.5,75,90,47,0,1.14,2.87
"Loose Suppression",1,90,2.5,75,90,48,0.14,1.07,2.45
"Loose Suppression",1,90,2.5,75,90,49,0.14,1.21,2.58
"Loose Suppression",1,90,2.5,75,90,50,0,1,2.59
"Loose Suppression",1,90,2.5,75,90,51,0.14,1,2.59
"Loose Suppression",1,90,2.5,75,90,52,0.14,0.79,2.43
"Loose Suppression",1,60,2.5,90,50,0,0.86,0.86,1
"Loose Suppression",1,60,2.5,90,50,1,0.43,1.14,2.14
"Loose Suppression",1,60,2.5,90,50,2,0.71,1.57,2.72
"Loose Suppression",1,60,2.5,90,50,3,0.42,1.57,3.29
"Loose Suppression",1,60,2.5,90,50,4,0.43,2,4.16
"Loose Suppression",1,60,2.5,90,50,5,0.42,2.14,4.86
"Loose Suppression",1,60,2.5,90,50,6,0.43,2.36,6.14
"Loose Suppression",1,60,2.5,90,50,7,0.42,2.71,6.86
"Loose Suppression",1,60,2.5,90,50,8,0.43,3.07,8.16
"Loose Suppression",1,60,2.5,90,50,9,0.42,3.29,9.58
"Loose Suppression",1,60,2.5,90,50,10,0.43,3.57,9.57
"Loose Suppression",1,60,2.5,90,50,11,0.29,4.07,10.86
"Loose Suppression",1,60,2.5,90,50,12,0.14,4.14,10.75
"Loose Suppression",1,60,2.5,90,50,13,0.14,5.07,12.07
"Loose Suppression",1,60,2.5,90,50,14,0.14,4.64,13
"Loose Suppression",1,60,2.5,90,50,15,0.28,4.79,12.6
"Loose Suppression",1,60,2.5,90,50,16,0.14,5.14,13.96
"Loose Suppression",1,60,2.5,90,50,17,0.28,4.86,17.77
